licence_number,expiry_date,services,subtype,name,secondary_name,location,address,street_address,city,postal_code,business_phone,business_fax
X029801,2024-08-19,['rental'],Branch Office,Royal LePage Little Oak Realty,Little Oak Realty Ltd.,Abbotsford,"105-33119 South Fraser Way, Abbotsford",105-33119 South Fraser Way, Abbotsford,V2S 2B1,(604) 504-7368,(604) 746-1879
X030512,2024-05-17,"['trading', 'rental']",Branch Office,Royal LePage Little Oak Realty,Little Oak Realty Ltd.,Fort Langley,"120-9220 Glover Road, P.O. Box 863, Fort Langley",120-9220 Glover Road, P.O. Box 863,V1M 2S2,(604) 888-2475,(604) 888-2465
X023593,2025-07-12,"['trading', 'rental']",Brokerage,Royal LePage MacKenzie Realty,Moreland Realty Corp.,MacKenzie,"Box 486, 126-403 MacKenzie",Box 486, 126-403 MacKenzie,V0J 2C0,(250) 997-6773,(250) 997-6775
X000939,2025-06-29,"['trading', 'rental', 'strata']",Brokerage,Royal LePage Merritt Real Estate Services,Merritt Real Estate Services Ltd.,Merritt,"3499 Voght Street, Merritt",3499 Voght Street, Merritt,V1K 1C6,(250) 378-6181,(250) 378-6184
X002145,2025-06-29,"['trading', 'rental']",Brokerage,Royal LePage Nanaimo Realty,Nanaimo Realty Co. Ltd.,Nanaimo,"3-4180 Island Highway, Nanaimo",3-4180 Island Highway, Nanaimo,V9T 1W6,(250) 758-7653,(250) 756-1210
X002149,2025-06-29,"['trading', 'rental']",Branch Office,Royal LePage Nanaimo Realty,Nanaimo Realty Co. Ltd.,Ladysmith,"410A 1st Avenue, Box 1300, Ladysmith",410A 1st Avenue, Box 1300,V9G 1A9,(250) 245-2252,(250) 245-5617
X031810,2025-07-20,"['trading', 'rental']",Branch Office,Royal LePage Nanaimo Realty,Nanaimo Realty Co. Ltd.,Nanaimo,"4200 Island Highway North, Nanaimo",4200 Island Highway North, Nanaimo,V9T 1W6,(250) 758-7653,
X031811,2025-07-20,"['trading', 'rental']",Branch Office,Royal LePage Nanaimo Realty,Nanaimo Realty Co. Ltd.,Gabriola Island,"1 - 575 North Road, Gabriola Island",1 - 575 North Road, Gabriola Island,V0R 1X3,(250) 247-2088,(250) 247-2087
X018499,2024-05-01,"['trading', 'rental']",Brokerage,Royal LePage Northstar Realty,Northstar Realty Ltd.,Surrey,"118 - 15272 Croydon Drive, Surrey",118 - 15272 Croydon Drive, Surrey,V3Z 0Z5,(604) 538-2125,(604) 538-8633
X036132,2025-04-30,['trading'],Brokerage,Royal LePage Pacific Rim Realty - The Fenton Group,TFG Realty Ltd.,Port Alberni,"1 4505 Victoria Quay, Port Alberni",1 4505 Victoria Quay, Port Alberni,V9Y 6G2,(250) 723-8786,
X024251,2024-07-10,"['trading', 'rental', 'strata']",Brokerage,Royal LePage Parkside Realty,Parkside Realty Inc.,Summerland,"9925 Main Street, P.O. Box 930, Summerland",9925 Main Street, P.O. Box 930,V0H 1Z0,(250) 494-0505,(250) 494-4222
X029636,2024-04-08,"['trading', 'rental']",Brokerage,Royal LePage Parksville-Qualicum Beach Realty,Orange Bridge Realty Ltd.,Qualicum Beach,"679 Memorial Avenue, P.O. Box 1360, Qualicum Beach",679 Memorial Avenue, P.O. Box 1360,V9K 1T4,(250) 752-6926,(250) 752-2133
X029645,2024-04-08,"['trading', 'rental']",Branch Office,Royal LePage Parksville-Qualicum Beach Realty,Orange Bridge Realty Ltd.,Parksville,"173 West Island Highway, Box 1059, Parksville",173 West Island Highway, Box 1059,V9P 2H1,(250) 248-4321,(250) 248-3550
X031448,2024-12-31,"['trading', 'rental']",Brokerage,Royal LePage Port Alberni-Pacific Rim Realty,Westside Realty Ltd.,Port Alberni,"4505 Victoria Quay, Suite 1, Port Alberni",4505 Victoria Quay, Suite 1,V9Y 6G2,(250) 723-5478,
X032134,2025-11-30,"['trading', 'rental']",Brokerage,Royal LePage Powell River,My Hometown Realty Ltd.,Powell River,"4766 Joyce Avenue, Powell River",4766 Joyce Avenue, Powell River,V8A 3B6,(604) 485-4231,(604) 485-4230
X029005,2024-06-15,"['trading', 'rental']",Brokerage,Royal LePage Preferred Realty,0825028 B.C. Ltd.,Mission,"Unit 1 - 7221 Park Street, Mission",Unit 1 - 7221 Park Street, Mission,V2V 6A4,(604) 820-2055,(604) 820-2044
X031260,2024-07-17,"['trading', 'rental']",Branch Office,Royal LePage Preferred Realty,0825028 B.C. Ltd.,Mission,"33265 North Railway Avenue, Mission",33265 North Railway Avenue, Mission,V2V 1E4,(604) 820-8888,
X034505,2024-03-28,['trading'],Brokerage,Royal LePage Princeton Realty,Haayer Group Ventures Ltd.,Princeton,"136 Vermilion Avenue, P.O. Box 868, Princeton",136 Vermilion Avenue, P.O. Box 868,V0X 1W0,(250) 295-1585,(888) 309-6341
X014133,2025-03-31,"['trading', 'rental']",Brokerage,Royal LePage Regency Realty,Regency Realty Ltd.,Delta,"1333 - 56th Street, Delta",1333 - 56th Street, Delta,V4L 2A6,(604) 943-7411,(604) 946-1836
X031154,2024-05-01,['trading'],Brokerage,Royal LePage Revelstoke,Revelstoke Lifestyle Realty Ltd.,Revelstoke,"300 Mackenzie Avenue, Box 940, Revelstoke",300 Mackenzie Avenue, Box 940,V0E 2S0,(250) 837-9544,
X028943,2025-10-31,"['trading', 'rental', 'strata']",Brokerage,Royal LePage Rockies West Realty,Rockies West Realty (2007) Ltd.,Invermere,"492 Highway 93/95, Invermere",492 Highway 93/95, Invermere,V0A 1K2,(250) 342-5599,(250) 342-5559
X028944,2025-10-31,['trading'],Branch Office,Royal LePage Rockies West Realty,Rockies West Realty (2007) Ltd.,Fairmont Hot Springs,"3-5019 Fairmont Resort Road, Fairmont Hot Springs",3-5019 Fairmont Resort Road, Fairmont Hot Springs,V0B 1L1,(250) 345-4000,(250) 345-4001
X029831,2024-10-06,"['trading', 'rental']",Brokerage,Royal LePage Selkirk Realty,Selkirk Realty (2010) Ltd.,Nakusp,"306 Broadway Street, Box 40, Nakusp",306 Broadway Street, Box 40,V0G 1R0,(250) 265-3635,(250) 265-4430
X024302,2024-08-02,"['trading', 'rental', 'strata']",Brokerage,Royal LePage South Country Realty,South Country Realty Ltd.,Oliver,"125 - 5717 Main Street, Oliver",125 - 5717 Main Street, Oliver,V0H 1T9,(250) 498-6222,(250) 498-3733
X019550,2025-02-01,"['trading', 'rental']",Brokerage,Royal LePage Sterling Realty,Sterling Realty Ltd.,Port Moody,"801-220 Brew Street, Port Moody",801-220 Brew Street, Port Moody,V3H 0H6,(604) 421-1010,(604) 421-5108
X031410,2024-12-02,"['trading', 'rental']",Brokerage,Royal LePage Sussex,RLPS Limited Partnership,North Vancouver,"2996 Lonsdale Avenue, North Vancouver",2996 Lonsdale Avenue, North Vancouver,V7N 3J4,(604) 984-9711,(604) 984-3350
X031411,2024-12-02,"['trading', 'rental']",Branch Office,Royal LePage Sussex,RLPS Limited Partnership,West Vancouver,"2397 Marine Drive, West Vancouver",2397 Marine Drive, West Vancouver,V7V 1K9,(604) 925-2911,(604) 925-3002
X031413,2024-12-02,"['trading', 'rental']",Branch Office,Royal LePage Sussex,RLPS Limited Partnership,Sechelt,"5561 Wharf Road, Box 979, Sechelt",5561 Wharf Road, Box 979,V0N 3A0,(604) 885-3295,(604) 885-5422
X031680,2025-05-12,"['trading', 'rental']",Branch Office,Royal LePage Sussex,RLPS Limited Partnership,Vancouver,"400-22 East 5th Avenue, Vancouver",400-22 East 5th Avenue, Vancouver,V5T 1G8,(604) 984-9711,(604) 984-3350
X018732,2024-06-15,"['trading', 'rental']",Brokerage,Royal LePage Sussex - Al Sutton,Sussex Group - Allan Sutton Realty Corp.,North Vancouver,"2996 Lonsdale Avenue, North Vancouver",2996 Lonsdale Avenue, North Vancouver,V7N 3J4,(604) 984-9711,(604) 984-3350
X028303,2024-10-18,"['trading', 'rental']",Brokerage,Royal LePage Sussex - Edmonds Advantage,Iain Edmonds Real Estate Ltd.,North Vancouver,"2996 Lonsdale Avenue, North Vancouver",2996 Lonsdale Avenue, North Vancouver,V7N 3J4,(604) 925-5111,(604) 984-3350
X028497,2025-06-23,['trading'],Brokerage,Royal LePage Sussex - John Jennings,Double J Creations Inc.,West Vancouver,"2397 Marine Drive, West Vancouver",2397 Marine Drive, West Vancouver,V7V 1K9,(604) 925-2911,(604) 925-3002
X028476,2025-12-19,"['trading', 'rental']",Brokerage,Royal LePage Sussex - Tom Hassan,Tom Hassan Realty Ltd.,West Vancouver,"2397 Marine Drive, West Vancouver",2397 Marine Drive, West Vancouver,V7V 1K9,(604) 925-2911,(604) 925-3002
X032000,2024-04-13,"['trading', 'rental']",Brokerage,Royal LePage Sussex Mander Group,Mander Group Property Management Inc.,West Vancouver,"202-2403 Marine Drive, West Vancouver",202-2403 Marine Drive, West Vancouver,V7V 1L3,(604) 926-6011,(604) 926-9199
X030987,2025-11-18,"['trading', 'rental']",Brokerage,Royal LePage West Real Estate Services,Royal LePage Real Estate Services Ltd.,Coquitlam,"2185 Austin Avenue, Coquitlam",2185 Austin Avenue, Coquitlam,V3K 3R9,(604) 939-6666,(604) 939-3808
X030992,2025-11-18,"['trading', 'rental']",Branch Office,Royal LePage West Real Estate Services,Royal LePage Real Estate Services Ltd.,Surrey,"6 - 9965 152 Street, Surrey",6 - 9965 152 Street, Surrey,V3R 4G5,(604) 581-3838,(604) 581-6761
X026796,2024-12-08,"['trading', 'rental']",Brokerage,Royal LePage Westgard Realty,Westgard Realty Inc.,Surrey,"201 - 15272 Croydon Drive, Surrey",201 - 15272 Croydon Drive, Surrey,V3Z 0Z5,(604) 538-2125,(604) 538-3527
X018551,2024-05-05,"['trading', 'rental', 'strata']",Brokerage,Royal LePage Westside,Kerrisdale Realty Limited,Vancouver,"#201 - 2107 West 40th Avenue, Vancouver",#201 - 2107 West 40th Avenue, Vancouver,V6M 1W4,(604) 263-8800,(604) 263-0864
X031947,2024-03-01,"['trading', 'rental']",Brokerage,Royal LePage Westside Klein Group,Klein Group Realty Ltd.,Vancouver,"400-22 East 5th Avenue, Vancouver",400-22 East 5th Avenue, Vancouver,V5T 1G8,(604) 684-8844,(866) 352-9311
X011417,2025-02-25,"['trading', 'rental']",Brokerage,Royal LePage Westwin Realty,Westwin Realty Ltd.,Kamloops,"800 Seymour Street, Kamloops",800 Seymour Street, Kamloops,V2C 2H5,(250) 374-1461,(250) 374-0752
X029502,2025-12-31,"['trading', 'rental']",Branch Office,Royal LePage Westwin Realty,Westwin Realty Ltd.,Barriere,2A-4480 Barriere,2A-4480 Barriere,,V0E 1E0,(250) 672-5300,(250) 672-5306
X036941,2025-10-31,['trading'],Branch Office,Royal LePage Westwin Realty,Westwin Realty Ltd.,Clearwater,"Unit C - 433 Eden Road, Clearwater",Unit C - 433 Eden Road, Clearwater,V0N 1N1,(250) 374-1461,
X035942,2025-03-24,['trading'],Brokerage,Royal LePage Wheeler Cheam Realty,Lake Alma Real Estate Ltd.,Chilliwack,"8 - 8337 Young Road, Chilliwack",8 - 8337 Young Road, Chilliwack,V2P 4N8,(604) 792-0077,(604) 792-1985
X036028,2025-03-24,['trading'],Branch Office,Royal LePage Wheeler Cheam Realty,Lake Alma Real Estate Ltd.,Mission,"33174 First Avenue, Mission",33174 First Avenue, Mission,V2V 1G3,(604) 820-4689,(604) 792-1985
X002542,2025-06-29,['trading'],Brokerage,Royal LePage-Locations West Realty,Locations West Realty Inc.,Penticton,"484 Main Street, Penticton",484 Main Street, Penticton,V2A 5C5,(250) 493-2244,(250) 492-6640
X027423,2025-08-08,['trading'],Branch Office,Royal LePage-Locations West Realty,Locations West Realty Inc.,Penticton,"Cherry Lane Mall, K-1 @ 2111 Main Street, Penticton",Cherry Lane Mall, K-1 @ 2111 Main Street,V2A 6W6,(250) 493-2244,(250) 492-6640
X027466,2025-10-31,['trading'],Branch Office,Royal LePage-Locations West Realty,Locations West Realty Inc.,Keremeos,"638 - 7th Avenue, Box 398, Keremeos",638 - 7th Avenue, Box 398,V0X 1N0,(250) 493-2244,(250) 492-6640
X033238,2024-11-22,"['trading', 'rental']",Brokerage,Royal Pacific Lions Gate Realty Ltd.,Royal Pacific Lions Gate Realty Ltd.,West Vancouver,"202 1555 Marine Drive, West Vancouver",202 1555 Marine Drive, West Vancouver,V7V 1H9,(604) 416-8888,
X025459,2024-06-19,"['trading', 'rental']",Brokerage,Royal Pacific Realty (Kingsway) Ltd.,Royal Pacific Realty (Kingsway) Ltd.,Vancouver,"3107 Kingsway, Vancouver",3107 Kingsway, Vancouver,V5R 5J9,(604) 439-0068,(604) 439-0990
REX603919,2025-09-07,"['trading', 'rental']",Branch Office,Royal Pacific Realty Corp.,Royal Pacific Realty Corp.,West Vancouver,"1730 Marine Dr, West Vancouver",1730 Marine Dr, West Vancouver,V7V 1J3,(604) 362-6222,
X024262,2024-11-25,"['trading', 'rental']",Brokerage,Royal Pacific Realty Corp.,Royal Pacific Realty Corp.,Vancouver,"100-1200 West 73rd Avenue, Vancouver",100-1200 West 73rd Avenue, Vancouver,V6P 6G5,(604) 266-8989,(604) 263-3803
X027016,2024-01-20,"['trading', 'rental']",Brokerage,Royal Pacific Riverside Realty Ltd.,Royal Pacific Riverside Realty Ltd.,Richmond,"#102 - 7080 River Road, Richmond",#102 - 7080 River Road, Richmond,V6X 1X5,(604) 270-8831,(604) 270-2885
X030366,2024-01-23,"['trading', 'rental']",Brokerage,Royal Pacific Tri-Cities Realty,0928539 B.C. Ltd.,Coquitlam,"101A 566 Lougheed Highway, Coquitlam",101A 566 Lougheed Highway, Coquitlam,V3K 3S3,(604) 917-0187,(604) 917-0189
X024570,2025-01-13,"['trading', 'rental']",Brokerage,Royal Pro Real Estate Network Inc.,Royal Pro Real Estate Network Inc.,Surrey,"202-15388 24th Avenue, Surrey",202-15388 24th Avenue, Surrey,V4A 2J2,(604) 878-0848,(604) 677-5760
X029111,2025-02-06,"['trading', 'rental']",Brokerage,Royalty Group Realty Inc.,Royalty Group Realty Inc.,North Vancouver,"418-2030 Marine Dr, North Vancouver",418-2030 Marine Dr, North Vancouver,V7P 1V7,(604) 688-6315,(604) 688-6316
X031306,2024-08-24,"['trading', 'rental']",Branch Office,Royalty Group Realty Inc.,Royalty Group Realty Inc.,North Vancouver,"418-2030 Marine Dr, North Vancouver",418-2030 Marine Dr, North Vancouver,V7P 1V7,(604) 688-6315,(604) 688-6316
148071,2024-02-21,['rental'],Sole Proprietor,Rustic Luxury Home Services,Jennifer Anne Applebaum,Valemount,"1323 7th Avenue, Box 397, Valemount",1323 7th Avenue, Box 397,V0E 2Z0,(250) 566-1323,(250) 566-4007
X031120,2024-03-07,"['trading', 'rental']",Brokerage,S&P Realty Services Inc.,S&P Realty Services Inc.,Vancouver,"1090 Homer St. #300, Vancouver",1090 Homer St. #300, Vancouver,BC V6B2W9,(604) 282-3996,(604) 608-3430
X018147,2025-12-21,"['trading', 'rental', 'strata']",Brokerage,S.D. Woodman Management Ltd.,S.D. Woodman Management Ltd.,Richmond,"#230 - 12251 No. 1 Road, Richmond",#230 - 12251 No. 1 Road, Richmond,V7E 1T6,(604) 275-6777,(604) 275-9011
X000648,2025-06-29,"['trading', 'rental']",Brokerage,Saanich Peninsula Realty Ltd.,Saanich Peninsula Realty Ltd.,Sidney,"104-2423 Beacon Avenue, Sidney",104-2423 Beacon Avenue, Sidney,V8L 1X5,(250) 656-0145,(250) 656-9246
X033738,2025-06-06,"['trading', 'rental', 'strata']",Brokerage,Saba Realty Ltd.,Saba Realty Ltd.,Richmond,"130-12860 Clarke Place, Richmond",130-12860 Clarke Place, Richmond,V6V 2H1,(604) 370-0877,
X035156,2025-08-20,"['trading', 'rental', 'strata']",Branch Office,Saba Realty Ltd.,Saba Realty Ltd.,Surrey,"Unit 2E - 10328 Whalley Blvd, Surrey",Unit 2E - 10328 Whalley Blvd, Surrey,V3T 4H4,(604) 370-0855,(604) 637-0800
X036767,2025-09-09,"['trading', 'rental', 'strata']",Branch Office,Saba Realty Ltd.,Saba Realty Ltd.,Vancouver,"720-999 West Broadway, Vancouver",720-999 West Broadway, Vancouver,V5Z 1K5,(604) 649-6612,
X020716,2025-08-13,"['trading', 'rental']",Brokerage,Sage Executive Group Real Estate,Statesmen Realty Corporation,Kelowna,"108-1980 Cooper Road, Kelowna",108-1980 Cooper Road, Kelowna,V1Y 8K5,(250) 861-5122,(250) 861-5722
X024994,2024-06-22,"['trading', 'rental']",Branch Office,Sage Executive Group Real Estate,Statesmen Realty Corporation,West Kelowna,"1 - 2525 Dobbin Road, West Kelowna",1 - 2525 Dobbin Road, West Kelowna,V4T 2G1,(250) 861-5122,(250) 861-5722
X030485,2024-08-25,['trading'],Branch Office,Sage Executive Group Real Estate,Statesmen Realty Corporation,Lake Country,"115-9685 Highway 97, Lake Country",115-9685 Highway 97, Lake Country,V4V 1R5,(250) 861-5122,(250) 861-5722
X036091,2025-05-02,['trading'],Brokerage,Sage Executive Group Real Estate – Letnick Estates,1288530 BC Ltd.,Kelowna,"108-1980 Cooper Road, Kelowna",108-1980 Cooper Road, Kelowna,V1Y 8K5,(250) 860-5122,
X030597,2025-06-05,"['trading', 'rental']",Brokerage,Salthill Property Management Inc.,Salthill Property Management Inc.,New Westminster,"227, 610-6th Street, New Westminster",227, 610-6th Street,V3L 3C2,(778) 588-9465,
172318,2024-02-15,['trading'],Sole Proprietor,Sandwell Commercial,Darryl McColl,Vancouver,"313-619 Moberly Road, Vancouver",313-619 Moberly Road, Vancouver,V5Z 4B1,(604) 999-3752,
X028290,2024-10-31,"['trading', 'rental']",Brokerage,Sandy So Realty (2004) Ltd.,Sandy So Realty (2004) Ltd.,Richmond,"4460 Pendlebury Road, Richmond",4460 Pendlebury Road, Richmond,V7E 1E7,(604) 244-9622,(604) 244-9623
X036801,2025-10-31,"['rental', 'strata']",Brokerage,Sanpra Real Estate Inc.,Sanpra Real Estate Inc.,Victoria,"1608 Camosun Street, Victoria",1608 Camosun Street, Victoria,BC V8T3E6,(778) 700-2018,
X036878,2025-11-05,['trading'],Brokerage,Sarbat Real Estate Services Ltd.,Sarbat Real Estate Services Ltd.,Surrey,"200-7404 King George Boulevard, Surrey",200-7404 King George Boulevard, Surrey,V3W 1N6,(604) 300-7724,
090038,2024-10-04,"['trading', 'rental']",Sole Proprietor,Savary Island Real Estate,Richard Guy Thaddeus,Savary Island,"Box 102, 2914 Arbutus Lane, Savary Island",Box 102, 2914 Arbutus Lane,V0N 2G0,,(604) 483-3218
REX603206,2025-05-31,['trading'],Brokerage,Save Max WestCoast Realty Inc.,Save Max WestCoast Realty Inc.,Surrey,"288-12899 76 Ave, Surrey",288-12899 76 Ave, Surrey,V3W 1E6,(778) 212-0671,
X026184,2025-08-18,"['trading', 'rental']",Brokerage,Scraper Corporate Real Estate Services Ltd.,Scraper Corporate Real Estate Services Ltd.,Vancouver,"Suite 1000 - 355 Burrard Street, Vancouver",Suite 1000 - 355 Burrard Street, Vancouver,V6C 2G8,(604) 671-9315,
X024397,2024-09-29,"['trading', 'rental', 'strata']",Brokerage,SDM Realty Advisors Ltd.,SDM Realty Advisors Ltd.,Vancouver,"Unit 300 - 1030 West Georgia Street, Vancouver",Unit 300 - 1030 West Georgia Street, Vancouver,V6E 2Y3,(604) 688-5658,(604) 688-5669
X015056,2024-02-28,"['trading', 'rental']",Brokerage,Sea to Sky Premier Properties,Sea to Sky Real Estate Ltd.,Whistler,"106-7015 Nesters Road, Whistler",106-7015 Nesters Road, Whistler,V0N 1B7,(604) 932-4117,(604) 932-4120
X028818,2024-10-01,"['trading', 'rental']",Branch Office,Sea to Sky Premier Properties,Sea to Sky Real Estate Ltd.,Salt Spring Island,"#4 - 105 Rainbow Road, Salt Spring Island",#4 - 105 Rainbow Road, Salt Spring Island,V8K 2V5,(250) 537-7647,(250) 537-4287
X031148,2024-04-08,"['trading', 'rental', 'strata']",Brokerage,Select Real Estate,Stonewater Ventures (No. 172) Ltd.,Chilliwack,"520-45715 Hocking Avenue, Chilliwack",520-45715 Hocking Avenue, Chilliwack,V2P 6Z6,(604) 393-7880,(604) 393-6487
X030511,2024-05-31,"['trading', 'rental']",Brokerage,Selmak Realty Limited,Selmak Realty Limited,Vancouver,"2629 Kingsway, Vancouver",2629 Kingsway, Vancouver,V5R 5H4,(604) 456-0873,(604) 456-0872
X027543,2024-03-02,"['trading', 'rental']",Brokerage,SEP Realty Advisors Inc.,SEP Realty Advisors Inc.,Vancouver,"#2150 - 510 West Georgia Street, Vancouver",#2150 - 510 West Georgia Street, Vancouver,V6B 3X4,(604) 602-8985,(604) 602-8984
X028956,2024-01-24,['trading'],Brokerage,Sequoia Mergers & Acquisitions Corp.,Sequoia Mergers & Acquisitions Corp.,Vancouver,"300-1085 Homer Street, Vancouver",300-1085 Homer Street, Vancouver,V6B 1J4,(604) 813-2581,(604) 648-8194
X034302,2025-12-21,"['trading', 'rental', 'strata']",Brokerage,Servissio Property Services Ltd.,Servissio Property Services Ltd.,Vancouver,"225-209 Carrall Street, Vancouver",225-209 Carrall Street, Vancouver,V6B 2J2,(604) 288-8019,
X002733,2025-06-29,"['trading', 'rental']",Brokerage,Shamrock Realty Ltd.,Shamrock Realty Ltd.,Richmond,"9835 Seaton Place, Richmond",9835 Seaton Place, Richmond,V7A 3Y3,(778) 388-0011,
X028724,2024-03-13,"['trading', 'rental']",Brokerage,Shape Management,Shape Property Management Corp.,Vancouver,"Suite 2020, One Bentall Centre, 505 Burrard Street, Box 206, Vancouver",Suite 2020, One Bentall Centre,V7X 1M6,(604) 681-2358,(604) 681-2378
X032838,2024-07-18,['trading'],Brokerage,Shape Marketing,Shape Marketing Corp.,Vancouver,"2020 One Bentall Centre, 505 Burrard Street, Vancouver",2020 One Bentall Centre, 505 Burrard Street,V7X 1M6,(604) 681-2358,(604) 681-2378
X032551,2024-04-21,"['trading', 'rental']",Brokerage,Shape Properties,Shape Properties Corp.,Vancouver,"2020 - 505 Burrard Street, Vancouver",2020 - 505 Burrard Street, Vancouver,V7X 1M6,(604) 681-2358,(604) 681-2378
140786,2025-05-13,['trading'],Sole Proprietor,Share Real Estate,Diana Lee Share,Lake Country,"10381 Copperhill Lane, Lake Country",10381 Copperhill Lane, Lake Country,V4V 2P3,(250) 469-1070,
X035958,2025-02-15,"['rental', 'strata']",Brokerage,Shepherd Management & Realty,1278428 BC Ltd.,Courtenay,"597 Cliffe Avenue, Courtenay",597 Cliffe Avenue, Courtenay,V9N 2J5,(778) 225-0800,
X001795,2025-06-09,['rental'],Brokerage,Shon Group Realty Advisors,Shon Realty Advisors Group Ltd.,Vancouver,"820-925 Georgia Street, Vancouver",820-925 Georgia Street, Vancouver,V6C 3L2,(604) 669-3312,(604) 681-5636
X000061,2025-06-29,"['trading', 'rental', 'strata']",Brokerage,Sidhu and Associates Strata and Property Management,Ace Agencies Ltd.,Abbotsford,"33787 South Fraser Way, Abbotsford",33787 South Fraser Way, Abbotsford,V2S 2C3,(604) 853-2718,(604) 853-3374
X019093,2024-09-21,"['trading', 'rental', 'strata']",Brokerage,Siegle Properties B.C. Ltd.,Siegle Properties B.C. Ltd.,Richmond,"211 - 8680 Cambie Road, Richmond",211 - 8680 Cambie Road, Richmond,V6X 4K1,(604) 207-2000,(604) 207-2001
X031158,2024-04-27,"['trading', 'rental', 'strata']",Brokerage,Sincere Real Estate Services Ltd.,Sincere Real Estate Services Ltd.,West Vancouver,"1546 Marine Drive, West Vancouver",1546 Marine Drive, West Vancouver,V7V 1H8,(778) 279-7999,(778) 279-7998
X034911,2025-01-21,"['trading', 'rental', 'strata']",Branch Office,Sincere Real Estate Services Ltd.,Sincere Real Estate Services Ltd.,Burnaby,"Unite 4 - 4075 Kingsway, Burnaby",Unite 4 - 4075 Kingsway, Burnaby,V5H 1Y9,(604) 620-8200,
X027957,2025-09-01,"['trading', 'rental']",Brokerage,Sitings Realty Ltd.,Sitings Realty Ltd.,Vancouver,"1595-650 West Georgia Street, P.O. Box 11592, Vancouver",1595-650 West Georgia Street, P.O. Box 11592,V6B 4N8,(604) 684-6767,(604) 684-6765
X033199,2024-10-19,['trading'],Brokerage,Skaha Realty Group Inc.,Skaha Realty Group Inc.,Penticton,"201-311 Main Street, Penticton",201-311 Main Street, Penticton,V2A 5B7,(250) 462-7334,(778) 622-0540
X032746,2024-09-21,"['trading', 'rental']",Brokerage,Skylark Realty Inc.,Skylark Realty Inc.,Surrey,"102L-7337 137 Street, Surrey",102L-7337 137 Street, Surrey,V3W 1A4,(604) 503-1446,
REX602519,2025-04-30,"['trading', 'rental']",Brokerage,Skyline West Realty,Skyline West Realty Ltd.,Vancouver,"1269 Nanaimo St, Vancouver",1269 Nanaimo St, Vancouver,V5L 4T5,(604) 900-6370,
REX602433,2025-04-02,"['trading', 'rental', 'strata']",Brokerage,Smart Start Realty,Smart Start Realty Inc.,Surrey,"252-8138 128 St, Surrey",252-8138 128 St, Surrey,V3W 1R1,(604) 761-0741,
X033599,2025-05-16,"['trading', 'rental']",Brokerage,SmartREIT Property Management (West) Inc.,SmartREIT Property Management (West) Inc.,Richmond,"201 - 11120 Horseshoe Way, Richmond",201 - 11120 Horseshoe Way, Richmond,V7A 5H7,(604) 448-9112,(604) 448-9114
X028539,2025-12-06,['strata'],Brokerage,Snow Valley Strata Management Ltd.,Snow Valley Strata Management Ltd.,Fernie,"51 Ridgemont Drive, Fernie",51 Ridgemont Drive, Fernie,V0B 1M2,(250) 423-6560,(250) 423-6560
X036566,2025-07-18,['trading'],Brokerage,SNU Realty,13058018 Canada Inc.,Vancouver,"170-422 Richards Street, Vancouver",170-422 Richards Street, Vancouver,V6B 2Z4,(604) 767-8778,
X032624,2024-08-01,"['rental', 'strata']",Brokerage,Solution Property Management Ltd.,Solution Property Management Ltd.,Surrey,"17338 1 Avenue, Surrey",17338 1 Avenue, Surrey,V3Z 8L2,(604) 207-9316,(604) 207-9386
X026609,2024-07-27,"['trading', 'rental']",Brokerage,Sotheby's International Realty Canada,Max Wright Real Estate Corporation,Vancouver,"210-858 Beatty Street, Vancouver",210-858 Beatty Street, Vancouver,V6B 1C1,(604) 632-3300,(604) 608-0330
X028689,2024-03-13,"['trading', 'rental']",Branch Office,Sotheby's International Realty Canada,Max Wright Real Estate Corporation,West Vancouver,"200 - 235 15th Street, West Vancouver",200 - 235 15th Street, West Vancouver,V7T 2X1,(604) 922-6995,(604) 922-6991
X028762,2024-06-26,"['trading', 'rental']",Branch Office,Sotheby's International Realty Canada,Max Wright Real Estate Corporation,Victoria,"752 Douglas Street, Victoria",752 Douglas Street, Victoria,V8W 3M6,(250) 380-3933,(250) 380-3939
X028789,2024-07-23,['trading'],Branch Office,Sotheby's International Realty Canada,Max Wright Real Estate Corporation,Salt Spring Island,"120 Lower Ganges Road, Salt Spring Island",120 Lower Ganges Road, Salt Spring Island,V8K 2S8,(250) 537-4040,(250) 537-1756
X029072,2024-11-27,['trading'],Branch Office,Sotheby's International Realty Canada,Max Wright Real Estate Corporation,Sun Peaks,"9-3250 Village Way, Sun Peaks",9-3250 Village Way, Sun Peaks,V0E 5N0,(250) 578-7773,(250) 578-7753
X029631,2024-03-24,['trading'],Branch Office,Sotheby's International Realty Canada,Max Wright Real Estate Corporation,Victoria,"752 Douglas Street, Victoria",752 Douglas Street, Victoria,V8W 3M6,(877) 530-3933,(250) 380-3939
X029724,2024-06-14,['trading'],Branch Office,Sotheby's International Realty Canada,Max Wright Real Estate Corporation,North Vancouver,"3164 Edgemont Boulevard, North Vancouver",3164 Edgemont Boulevard, North Vancouver,V7R 2N9,(604) 998-1623,(604) 922-6289
X029740,2024-06-27,['trading'],Branch Office,Sotheby's International Realty Canada,Max Wright Real Estate Corporation,Kelowna,"104-3477 Lakeshore Rd, Kelowna",104-3477 Lakeshore Rd, Kelowna,V1W 3S9,(250) 469-9547,(250) 870-9097
